,time_int,sms_in,sms_out,call_in,call_out,internet,SUMA,month,day,hour,minutes,day_of_week,Weekday
38,11/8/2013 5:20,965.5827939,2730.552,3221.957047,7755.083284,7667.352442,22340.52757,11,8,5,20,Fri,4
39,11/8/2013 5:30,688.2829867,3189.104957,1745.809799,4599.190348,13936.31733,24158.70542,11,8,5,30,Fri,4
40,11/8/2013 5:40,885.2890808,1479.805725,1914.203674,4754.314395,17297.48143,26331.0943,11,8,5,40,Fri,4
41,11/8/2013 5:50,1232.920978,1659.311022,2074.077389,3954.187916,19393.46167,28313.95897,11,8,5,50,Fri,4
42,11/8/2013 6:00,1099.096272,1270.571663,1623.692362,3007.975038,25131.42917,32132.7645,11,8,6,0,Fri,4
43,11/8/2013 6:10,1336.723484,1089.220951,1389.864689,3009.064879,29595.20726,36420.08127,11,8,6,10,Fri,4
44,11/8/2013 6:20,1489.60438,1197.484732,1145.072696,3071.69088,32523.03702,39426.88971,11,8,6,20,Fri,4
45,11/8/2013 6:30,1872.38831,1472.133987,1751.285639,2069.451664,36274.59606,43439.85566,11,8,6,30,Fri,4
46,11/8/2013 6:40,2047.561552,1602.84314,1620.304581,3311.7606,37368.08563,45950.55551,11,8,6,40,Fri,4
47,11/8/2013 6:50,2467.977497,1603.161623,1634.76914,3047.18568,38292.75997,47045.85391,11,8,6,50,Fri,4
48,11/8/2013 7:00,3635.752404,1611.682625,1866.430909,2835.898746,40452.03243,50401.79711,11,8,7,0,Fri,4
49,11/8/2013 7:10,3692.225522,1639.57408,2050.601847,3187.999362,40899.37563,51469.77644,11,8,7,10,Fri,4
50,11/8/2013 7:20,3515.424752,1927.693628,2252.788601,3260.089272,43182.87258,54138.86883,11,8,7,20,Fri,4
51,11/8/2013 7:30,4017.639607,2134.329935,2512.621711,2772.029452,44593.07985,56029.70056,11,8,7,30,Fri,4
52,11/8/2013 7:40,4123.144901,1872.290047,2634.061011,3284.626044,43556.76623,55470.88824,11,8,7,40,Fri,4
53,11/8/2013 7:50,4132.547892,1929.725948,2890.908128,3874.693408,44386.33103,57214.20641,11,8,7,50,Fri,4
54,11/8/2013 8:00,4744.075485,1821.210591,3000.09552,3874.760783,43945.04822,57385.1906,11,8,8,0,Fri,4
55,11/8/2013 8:10,4822.251283,2113.862606,3064.456598,3484.557121,44218.02855,57703.15616,11,8,8,10,Fri,4
56,11/8/2013 8:20,5203.203509,2089.070786,3219.092833,3649.83652,45492.71498,59653.91863,11,8,8,20,Fri,4
57,11/8/2013 8:30,4823.724034,2191.935435,3213.661405,3947.914488,43041.74913,57218.9845,11,8,8,30,Fri,4
58,11/8/2013 8:40,4444.947991,2027.689725,3579.735636,4028.190454,42842.79507,56923.35888,11,8,8,40,Fri,4
59,11/8/2013 8:50,4042.203041,2134.690486,3522.695351,3655.173355,45213.79866,58568.56089,11,8,8,50,Fri,4
60,11/8/2013 9:00,4987.153387,2630.389686,3467.579486,4133.509475,44791.83925,60010.47128,11,8,9,0,Fri,4
61,11/8/2013 9:10,4290.097378,2115.698054,3533.983625,3994.314275,45668.17759,59602.27092,11,8,9,10,Fri,4
62,11/8/2013 9:20,4217.001659,1876.534901,3718.90593,4290.827125,44887.25348,58990.5231,11,8,9,20,Fri,4
63,11/8/2013 9:30,4294.567847,1815.883865,3362.858126,4235.122845,44772.40284,58480.83552,11,8,9,30,Fri,4
64,11/8/2013 9:40,4766.3589,1848.698886,3489.382125,4559.026614,45165.31518,59828.78171,11,8,9,40,Fri,4
65,11/8/2013 9:50,4368.015119,1984.597443,3680.056675,4297.789923,45764.1251,60094.58426,11,8,9,50,Fri,4
66,11/8/2013 10:00,5425.004465,2247.765468,3640.236615,4356.132727,47747.11128,63416.25056,11,8,10,0,Fri,4
67,11/8/2013 10:10,5063.716551,1870.019009,3571.949336,4106.684424,47878.33513,62490.70445,11,8,10,10,Fri,4
68,11/8/2013 10:20,4576.786652,1815.197905,3508.842416,4525.344746,46778.99992,61205.17163,11,8,10,20,Fri,4
69,11/8/2013 10:30,4998.599039,2066.879902,3671.786682,4252.725037,49064.756,64054.74667,11,8,10,30,Fri,4
70,11/8/2013 10:40,4522.85653,1958.814342,3803.334162,4464.687163,46865.47924,61615.17144,11,8,10,40,Fri,4
71,11/8/2013 10:50,5074.291843,2034.049346,3705.675152,4844.077206,45511.25984,61169.35339,11,8,10,50,Fri,4
72,11/8/2013 11:00,5584.941429,1763.446193,3761.694245,4446.302953,48354.00286,63910.38768,11,8,11,0,Fri,4
73,11/8/2013 11:10,5432.603183,1960.553589,3483.238189,4204.484246,47381.18809,62462.06729,11,8,11,10,Fri,4
74,11/8/2013 11:20,5619.654217,1959.119667,3500.867665,4447.826263,47295.43923,62822.90705,11,8,11,20,Fri,4
75,11/8/2013 11:30,5599.80795,2048.990457,3598.240603,4225.945404,46462.52435,61935.50876,11,8,11,30,Fri,4
76,11/8/2013 11:40,4833.546295,2046.694526,3371.557686,3911.290805,47279.7881,61442.87741,11,8,11,40,Fri,4
77,11/8/2013 11:50,5266.918346,2108.023315,3121.741908,3512.672154,48957.23583,62966.59155,11,8,11,50,Fri,4
78,11/8/2013 12:00,5573.573236,2067.783345,3111.992693,4119.333926,50925.00475,65797.68795,11,8,12,0,Fri,4
79,11/8/2013 12:10,4672.738006,1824.059992,3102.302435,3676.562257,49520.61592,62796.27861,11,8,12,10,Fri,4
80,11/8/2013 12:20,4807.015866,1598.943939,3126.863451,3519.762172,48928.50162,61981.08705,11,8,12,20,Fri,4
81,11/8/2013 12:30,5039.544803,1845.003191,2927.570459,3769.840624,49075.58761,62657.54668,11,8,12,30,Fri,4
82,11/8/2013 12:40,4360.570235,1833.100809,2984.00533,3538.911474,51329.89027,64046.47812,11,8,12,40,Fri,4
83,11/8/2013 12:50,4178.837553,1959.630469,3011.453689,3770.925984,50169.45969,63090.30738,11,8,12,50,Fri,4
84,11/8/2013 13:00,5396.853393,1803.942455,3183.337701,3645.715693,50302.33263,64332.18187,11,8,13,0,Fri,4
85,11/8/2013 13:10,4195.365572,1815.491995,3259.756357,3646.145774,52439.1476,65355.9073,11,8,13,10,Fri,4
86,11/8/2013 13:20,4246.58462,1946.429978,3268.949384,3797.079131,51181.59699,64440.6401,11,8,13,20,Fri,4
87,11/8/2013 13:30,4481.970358,1872.873716,3207.6022,3610.19224,48520.65248,61693.29099,11,8,13,30,Fri,4
88,11/8/2013 13:40,4632.805221,2002.360879,3492.343479,3929.335265,49589.59618,63646.44103,11,8,13,40,Fri,4
89,11/8/2013 13:50,4439.380121,2106.529475,3318.790488,3805.037396,49143.71602,62813.4535,11,8,13,50,Fri,4
90,11/8/2013 14:00,4978.54586,2091.157946,3407.617548,4342.571481,49004.36801,63824.26084,11,8,14,0,Fri,4
91,11/8/2013 14:10,5024.797424,2019.378215,3724.495132,4421.180045,48833.93495,64023.78576,11,8,14,10,Fri,4
92,11/8/2013 14:20,4762.018218,2062.512824,3350.634238,3979.591267,50324.197,64478.95355,11,8,14,20,Fri,4
93,11/8/2013 14:30,4836.704833,1928.174654,3632.979525,4183.141251,49374.53992,63955.54018,11,8,14,30,Fri,4
94,11/8/2013 14:40,5504.504613,2243.407881,3726.19513,4257.482605,51406.55569,67138.14592,11,8,14,40,Fri,4
95,11/8/2013 14:50,5276.488183,1923.06055,3724.757974,4548.474237,50567.58092,66040.36187,11,8,14,50,Fri,4
96,11/8/2013 15:00,5549.950734,1912.009956,3735.199562,4549.215689,51371.64732,67118.02326,11,8,15,0,Fri,4
97,11/8/2013 15:10,5265.946423,2164.553939,3997.351428,4458.337281,52727.02144,68613.21051,11,8,15,10,Fri,4
98,11/8/2013 15:20,5121.362203,1995.705188,3870.916117,4408.964992,51203.91672,66600.86522,11,8,15,20,Fri,4
99,11/8/2013 15:30,4893.903973,2006.950826,3933.41189,5102.513342,51044.72646,66981.50649,11,8,15,30,Fri,4
100,11/8/2013 15:40,4904.590785,2062.683652,4306.544293,4666.97953,51999.96672,67940.76498,11,8,15,40,Fri,4
101,11/8/2013 15:50,4820.717189,2031.045075,4162.852338,4450.070383,51747.90544,67212.59043,11,8,15,50,Fri,4
102,11/8/2013 16:00,5615.322377,2194.734755,4500.840763,4802.364437,52979.67587,70092.9382,11,8,16,0,Fri,4
103,11/8/2013 16:10,5717.855557,2059.690808,4394.837578,5312.895241,54594.08179,72079.36097,11,8,16,10,Fri,4
104,11/8/2013 16:20,5702.337075,2124.499786,4355.048011,4942.114883,55305.20016,72429.19991,11,8,16,20,Fri,4
105,11/8/2013 16:30,5598.734092,2302.918373,4333.401814,4961.445624,54685.37693,71881.87684,11,8,16,30,Fri,4
106,11/8/2013 16:40,5000.886555,2139.359507,4486.939058,5202.810622,55052.49274,71882.48849,11,8,16,40,Fri,4
107,11/8/2013 16:50,4825.690859,2451.892848,4337.901017,5190.547292,54396.76738,71202.7994,11,8,16,50,Fri,4
108,11/8/2013 17:00,4624.351083,2126.330199,4418.910168,5085.958657,54894.93315,71150.48325,11,8,17,0,Fri,4
109,11/8/2013 17:10,4638.427985,2239.880011,4285.790207,4958.700263,54259.69654,70382.49501,11,8,17,10,Fri,4
110,11/8/2013 17:20,4570.821642,2240.279974,4460.703484,5016.344419,55122.04427,71410.19379,11,8,17,20,Fri,4
111,11/8/2013 17:30,4185.675342,2196.070433,4067.708083,4979.433419,52715.43598,68144.32325,11,8,17,30,Fri,4
112,11/8/2013 17:40,4119.149906,2345.444286,4078.592441,5032.169131,54063.78763,69639.14339,11,8,17,40,Fri,4
113,11/8/2013 17:50,4011.057439,2260.632385,3970.9591,4944.85214,51407.22905,66594.73012,11,8,17,50,Fri,4
114,11/8/2013 18:00,3958.059635,2186.975366,3794.05546,4688.390089,53989.39717,68616.87772,11,8,18,0,Fri,4
115,11/8/2013 18:10,3979.538741,2174.079535,3712.181336,4478.060099,52971.35314,67315.21285,11,8,18,10,Fri,4
116,11/8/2013 18:20,3919.008304,1900.814268,3632.593483,4359.815958,51237.78979,65050.0218,11,8,18,20,Fri,4
117,11/8/2013 18:30,4510.755721,1647.181103,3357.739841,4155.451769,50786.43366,64457.5621,11,8,18,30,Fri,4
118,11/8/2013 18:40,4801.170289,2095.015167,3111.650857,3705.258181,48999.09433,62712.18882,11,8,18,40,Fri,4
119,11/8/2013 18:50,4817.142112,1720.407931,3116.377925,3653.051516,48682.57849,61989.55798,11,8,18,50,Fri,4
120,11/8/2013 19:00,4054.279966,1704.52485,2676.593819,3643.371643,47472.70602,59551.47629,11,8,19,0,Fri,4
121,11/8/2013 19:10,3469.319609,1745.836347,2395.860435,3220.567996,46804.28198,57635.86637,11,8,19,10,Fri,4
122,11/8/2013 19:20,3350.650909,1563.610567,2242.817226,2974.11689,46522.02412,56653.21971,11,8,19,20,Fri,4
123,11/8/2013 19:30,4192.471273,1810.285651,2209.58568,3239.712945,48119.69096,59571.7465,11,8,19,30,Fri,4
124,11/8/2013 19:40,3390.276893,2002.051775,2204.631569,3568.738514,46562.39612,57728.09487,11,8,19,40,Fri,4
125,11/8/2013 19:50,3173.65008,1778.623766,1853.229836,2172.006797,47125.36576,56102.87623,11,8,19,50,Fri,4
126,11/8/2013 20:00,3029.3899,1567.968805,1543.978105,2474.257668,43676.10564,52291.70012,11,8,20,0,Fri,4
127,11/8/2013 20:10,2731.521483,1736.268591,1597.096579,2286.354874,43403.87446,51755.11599,11,8,20,10,Fri,4
128,11/8/2013 20:20,2720.033229,1714.822378,1290.605496,1816.303883,43364.75362,50906.51861,11,8,20,20,Fri,4
129,11/8/2013 20:30,2426.631517,1526.346162,1818.103197,1815.17453,43681.87407,51268.12947,11,8,20,30,Fri,4
130,11/8/2013 20:40,2426.744715,1697.983076,1196.725671,2737.494918,40125.54596,48184.49434,11,8,20,40,Fri,4
131,11/8/2013 20:50,2273.402739,1607.039509,1025.310076,2250.356426,40008.94978,47165.05853,11,8,20,50,Fri,4
132,11/8/2013 21:00,2116.689136,1667.376038,1013.447499,2178.926872,40273.28501,47249.72455,11,8,21,0,Fri,4
133,11/8/2013 21:10,1931.071431,1214.074603,900.5382387,2946.681981,39720.70857,46713.07482,11,8,21,10,Fri,4
134,11/8/2013 21:20,1792.224101,1301.064393,1111.822603,3981.500425,36889.27264,45075.88416,11,8,21,20,Fri,4
135,11/8/2013 21:30,1793.338493,1175.05114,1091.753585,2934.090882,36970.78354,43965.01764,11,8,21,30,Fri,4
136,11/8/2013 21:40,1522.561308,1166.881127,1139.293937,2670.376884,36176.10458,42675.21783,11,8,21,40,Fri,4
137,11/8/2013 21:50,1654.34267,1286.950392,1570.395345,2417.652909,34135.99157,41065.33289,11,8,21,50,Fri,4
138,11/8/2013 22:00,1287.112964,1193.125799,1652.182974,5003.677766,29673.61937,38809.71887,11,8,22,0,Fri,4
139,11/8/2013 22:10,1347.544978,1377.917198,1632.381013,3443.66308,32090.06342,39891.56969,11,8,22,10,Fri,4
140,11/8/2013 22:20,1250.760755,969.9327118,1116.509548,5261.561533,30112.20326,38710.96781,11,8,22,20,Fri,4
141,11/8/2013 22:30,1666.065635,1168.906175,1912.200575,4351.303117,28439.6323,37538.1078,11,8,22,30,Fri,4
142,11/8/2013 22:40,983.0325052,1122.222689,1706.255408,4489.615673,27456.48008,35757.60635,11,8,22,40,Fri,4
143,11/8/2013 22:50,987.1861933,992.9334307,1413.218702,6763.14978,24193.80242,34350.29052,11,8,22,50,Fri,4
0,11/8/2013 23:00,1640.12798,1838.88111,3319.920587,8754.2742,31869.87492,47423.0788,11,8,23,0,Fri,4
1,11/8/2013 23:10,1425.283314,1317.44526,2635.057467,9023.891102,30587.52673,44989.20387,11,8,23,10,Fri,4
2,11/8/2013 23:20,1123.930506,1545.211522,2756.084681,11205.92922,28025.64864,44656.80456,11,8,23,20,Fri,4
3,11/8/2013 23:30,1556.971161,2056.552894,3237.4612,10439.37941,25420.93137,42711.29603,11,8,23,30,Fri,4
4,11/8/2013 23:40,1562.058093,2752.864507,4873.099571,10400.73327,19884.68817,39473.44361,11,8,23,40,Fri,4
5,11/8/2013 23:50,1028.966093,2060.66971,6165.528177,10496.68447,17578.54103,37330.38948,11,8,23,50,Fri,4
6,11/9/2013 0:00,1497.907846,2464.841208,4743.444573,14415.96141,13093.24239,36215.39743,11,9,0,0,Sat,5
7,11/9/2013 0:10,1634.906656,4538.524584,7446.243889,10531.01945,11222.61903,35373.31361,11,9,0,10,Sat,5
8,11/9/2013 0:20,2649.567156,3957.165148,7065.969111,10804.36941,12083.83652,36560.90734,11,9,0,20,Sat,5
9,11/9/2013 0:30,2399.91994,5064.758762,7559.343955,11499.58486,8044.462171,34568.06969,11,9,0,30,Sat,5
10,11/9/2013 0:40,2342.008917,2611.365951,6971.418806,11853.49017,9372.726874,33151.01072,11,9,0,40,Sat,5
11,11/9/2013 0:50,3109.169116,3271.707273,10058.51711,9460.447253,7602.252556,33502.09331,11,9,0,50,Sat,5
12,11/9/2013 1:00,2392.403085,5483.013971,8832.798167,7322.267919,8392.452121,32422.93526,11,9,1,0,Sat,5
13,11/9/2013 1:10,4265.317528,4366.153828,10066.28258,8360.00495,4753.894446,31811.65333,11,9,1,10,Sat,5
14,11/9/2013 1:20,3178.025417,5701.171151,8472.11909,8344.374212,4332.531582,30028.22145,11,9,1,20,Sat,5
15,11/9/2013 1:30,3862.267454,9318.91613,9448.460321,6470.226783,809.0120758,29908.88276,11,9,1,30,Sat,5
16,11/9/2013 1:40,4279.638804,5588.516501,9062.339978,7028.573635,2591.322694,28550.39161,11,9,1,40,Sat,5
17,11/9/2013 1:50,6435.014738,4717.466403,7908.577384,6455.166957,2335.474414,27851.6999,11,9,1,50,Sat,5
18,11/9/2013 2:00,7157.117072,7690.148814,6777.262451,3397.710334,2884.015082,27906.25375,11,9,2,0,Sat,5
19,11/9/2013 2:10,5811.614045,7161.925475,7411.350233,4749.089117,2279.221042,27413.19991,11,9,2,10,Sat,5
20,11/9/2013 2:20,5032.543677,5583.200875,8403.577262,5317.264757,2113.44991,26450.03648,11,9,2,20,Sat,5
21,11/9/2013 2:30,3910.350128,6742.76515,7824.283594,5905.777463,2323.946284,26707.12262,11,9,2,30,Sat,5
22,11/9/2013 2:40,4164.177197,5666.890499,6675.864681,7010.710151,2105.930789,25623.57332,11,9,2,40,Sat,5
23,11/9/2013 2:50,5085.630869,7427.785311,8252.234403,3209.464808,1269.644631,25244.76002,11,9,2,50,Sat,5
24,11/9/2013 3:00,4109.52671,4942.883901,9022.288432,5899.612554,1435.202769,25409.51437,11,9,3,0,Sat,5
25,11/9/2013 3:10,3107.620584,9272.894214,5941.239449,4205.755564,1721.742546,24249.25236,11,9,3,10,Sat,5
26,11/9/2013 3:20,4723.694148,4165.749109,9239.069254,4583.155798,1319.858101,24031.52641,11,9,3,20,Sat,5
27,11/9/2013 3:30,7181.996775,5969.38599,7510.218338,2893.620212,953.970684,24509.192,11,9,3,30,Sat,5
28,11/9/2013 3:40,5337.8848,8241.237174,6874.713404,3629.252003,311.9792066,24395.06659,11,9,3,40,Sat,5
29,11/9/2013 3:50,5918.311522,6870.460206,4198.250954,5435.281402,1981.888388,24404.19247,11,9,3,50,Sat,5
30,11/9/2013 4:00,3832.529104,6711.633632,7819.268284,4184.814523,1503.320018,24051.56556,11,9,4,0,Sat,5
31,11/9/2013 4:10,3049.999476,5014.284447,9446.570208,5937.62703,982.5595424,24431.0407,11,9,4,10,Sat,5
32,11/9/2013 4:20,4922.731278,6152.049703,5844.29424,5031.665538,1362.184521,23312.92528,11,9,4,20,Sat,5
33,11/9/2013 4:30,3703.484086,6651.452877,9175.465255,3786.587114,815.3956943,24132.38503,11,9,4,30,Sat,5
34,11/9/2013 4:40,3892.37618,8519.902115,8115.708909,3162.359972,229.8149472,23920.16212,11,9,4,40,Sat,5
35,11/9/2013 4:50,2922.674516,5096.275326,7710.643607,6276.462616,1921.545413,23927.60148,11,9,4,50,Sat,5
36,11/9/2013 5:00,1941.640126,4007.415476,6200.055181,8606.901041,3886.546155,24642.55798,11,9,5,0,Sat,5
37,11/9/2013 5:10,2964.394822,2764.4985,8583.112053,6912.910154,4101.734564,25326.65009,11,9,5,10,Sat,5
38,11/9/2013 5:20,2360.760861,3233.696928,5568.088539,10959.30817,4320.904009,26442.75851,11,9,5,20,Sat,5
39,11/9/2013 5:30,2360.056115,4618.524741,4757.580859,6403.631344,9493.902531,27633.69559,11,9,5,30,Sat,5
40,11/9/2013 5:40,947.409446,3640.606021,4657.117626,8502.092976,10123.01982,27870.24589,11,9,5,40,Sat,5
41,11/9/2013 5:50,1260.855464,3699.21993,3278.602305,6406.748222,14218.39316,28863.81908,11,9,5,50,Sat,5
42,11/9/2013 6:00,1164.581917,2177.909326,2552.936054,6822.859214,18292.01048,31010.29699,11,9,6,0,Sat,5
43,11/9/2013 6:10,993.118769,2239.047361,2490.674106,7072.359073,20570.79237,33365.99168,11,9,6,10,Sat,5
44,11/9/2013 6:20,1013.128387,1983.624117,3044.244486,7038.773658,23039.11335,36118.884,11,9,6,20,Sat,5
45,11/9/2013 6:30,966.6470764,1247.142421,2635.930895,6234.240744,25724.14136,36808.10249,11,9,6,30,Sat,5
46,11/9/2013 6:40,1216.102835,1428.177437,2131.194094,5466.137919,27275.76874,37517.38103,11,9,6,40,Sat,5
47,11/9/2013 6:50,1197.887298,1302.596599,1624.723751,3991.486499,34805.93172,42922.62587,11,9,6,50,Sat,5
48,11/9/2013 7:00,2760.954589,1256.108256,1281.046172,3977.492542,33048.66063,42324.26219,11,9,7,0,Sat,5
49,11/9/2013 7:10,3207.99423,1502.192116,1223.735464,2634.63081,35099.39996,43667.95258,11,9,7,10,Sat,5
50,11/9/2013 7:20,2893.289855,1352.440194,1634.256335,4083.20119,36370.7559,46333.94347,11,9,7,20,Sat,5
51,11/9/2013 7:30,3242.533525,1625.989773,1856.630261,3131.103871,43045.72706,52901.98449,11,9,7,30,Sat,5
52,11/9/2013 7:40,3394.760791,1487.185043,2012.38277,5175.59198,39063.17406,51133.09464,11,9,7,40,Sat,5
53,11/9/2013 7:50,3855.094431,1618.826006,1949.781791,3393.362807,41831.50663,52648.57166,11,9,7,50,Sat,5
54,11/9/2013 8:00,4035.018569,1815.288817,1941.806604,3084.15684,43688.5865,54564.85733,11,9,8,0,Sat,5
55,11/9/2013 8:10,3879.155853,1613.520263,2164.660738,3720.159714,44032.89228,55410.38885,11,9,8,10,Sat,5
56,11/9/2013 8:20,4176.159025,1641.478694,2357.475186,3643.135537,47521.94278,59340.19123,11,9,8,20,Sat,5
57,11/9/2013 8:30,4268.169008,1803.909824,2294.305284,3606.209292,49263.10475,61235.69816,11,9,8,30,Sat,5
58,11/9/2013 8:40,4531.641097,1877.112688,2593.366553,3586.641721,50392.83763,62981.59969,11,9,8,40,Sat,5
59,11/9/2013 8:50,4146.59827,1975.22241,2793.820188,3961.2911,51437.75273,64314.68469,11,9,8,50,Sat,5
60,11/9/2013 9:00,4682.829777,2147.710255,3125.467188,4058.82212,50415.32979,64430.15913,11,9,9,0,Sat,5
61,11/9/2013 9:10,4805.465598,2167.433156,3189.436249,4747.854081,51107.46533,66017.65441,11,9,9,10,Sat,5
62,11/9/2013 9:20,4430.516933,1953.985163,3169.614335,5191.34888,52331.59446,67077.05977,11,9,9,20,Sat,5
63,11/9/2013 9:30,4416.815597,1926.899834,3699.976834,4007.837769,54635.03435,68686.56439,11,9,9,30,Sat,5
64,11/9/2013 9:40,4517.335253,2436.134428,4458.19832,4725.844454,52987.85468,69125.36713,11,9,9,40,Sat,5
65,11/9/2013 9:50,6050.662099,2277.395125,3964.750521,4607.842216,55227.8245,72128.47447,11,9,9,50,Sat,5
66,11/9/2013 10:00,5658.700973,2199.562358,3560.326664,4519.696092,56521.55517,72459.84126,11,9,10,0,Sat,5
67,11/9/2013 10:10,4913.271852,2391.126967,3843.093354,5313.146672,57170.88715,73631.526,11,9,10,10,Sat,5
68,11/9/2013 10:20,4958.235087,2350.394103,3874.442335,4964.852398,57830.7305,73978.65442,11,9,10,20,Sat,5
69,11/9/2013 10:30,5628.034802,2479.323145,3838.326144,4601.701865,59678.1883,76225.57426,11,9,10,30,Sat,5
70,11/9/2013 10:40,5425.961834,2169.638302,3858.304639,5450.149392,57114.46101,74018.51518,11,9,10,40,Sat,5
71,11/9/2013 10:50,4869.076802,2550.254353,3865.989697,4932.774398,57507.76679,73725.86204,11,9,10,50,Sat,5
72,11/9/2013 11:00,5358.711626,2590.046635,3867.131287,4523.12461,58249.60072,74588.61488,11,9,11,0,Sat,5
73,11/9/2013 11:10,4570.734762,2163.242306,3759.324483,4737.957454,56949.24846,72180.50746,11,9,11,10,Sat,5
74,11/9/2013 11:20,4451.95197,2305.512036,3768.386331,4164.291235,56447.97282,71138.11439,11,9,11,20,Sat,5
75,11/9/2013 11:30,4256.459233,2145.934578,3486.915612,4310.347466,56399.13954,70598.79643,11,9,11,30,Sat,5
76,11/9/2013 11:40,4148.971866,2102.906688,3354.591611,3944.614609,58316.15098,71867.23575,11,9,11,40,Sat,5
77,11/9/2013 11:50,4191.144093,2383.131787,3120.149029,3912.300799,58763.57837,72370.30408,11,9,11,50,Sat,5
78,11/9/2013 12:00,4070.007233,2222.273847,3072.616521,4146.414221,56511.51794,70022.82976,11,9,12,0,Sat,5
79,11/9/2013 12:10,3937.029133,2173.880206,3053.074695,4029.915138,56534.47166,69728.37083,11,9,12,10,Sat,5
80,11/9/2013 12:20,3982.874854,2212.524296,3177.290427,3499.940744,54782.64754,67655.27786,11,9,12,20,Sat,5
81,11/9/2013 12:30,3679.557705,2177.530692,2627.395712,3162.762014,56692.58259,68339.82871,11,9,12,30,Sat,5
82,11/9/2013 12:40,3970.913814,2193.401521,2459.774838,3644.189836,55791.80538,68060.08539,11,9,12,40,Sat,5
83,11/9/2013 12:50,3840.189226,2165.211124,2590.631431,3369.982935,56472.07642,68438.09114,11,9,12,50,Sat,5
84,11/9/2013 13:00,4101.307643,2326.233923,2672.766514,4096.243045,56519.45597,69716.00709,11,9,13,0,Sat,5
85,11/9/2013 13:10,3968.094025,2182.988235,2802.853526,3189.173705,58274.83795,70417.94744,11,9,13,10,Sat,5
86,11/9/2013 13:20,3741.199823,1871.585201,2765.023464,3588.734535,57290.56085,69257.10388,11,9,13,20,Sat,5
87,11/9/2013 13:30,3935.939069,2141.854273,2518.548601,3950.049187,56228.87309,68775.26422,11,9,13,30,Sat,5
88,11/9/2013 13:40,3974.277582,1980.590511,2616.760714,3375.818609,58641.99355,70589.44096,11,9,13,40,Sat,5
89,11/9/2013 13:50,4024.91234,2180.601123,2622.947046,4020.039116,58367.37714,71215.87676,11,9,13,50,Sat,5
90,11/9/2013 14:00,4832.130339,2176.081613,2750.388204,4229.838592,62239.22239,76227.66114,11,9,14,0,Sat,5
91,11/9/2013 14:10,3958.983533,2120.947985,3045.739562,3896.301906,60591.8261,73613.79908,11,9,14,10,Sat,5
92,11/9/2013 14:20,4709.844605,2304.876272,2797.400313,3162.800701,62595.82019,75570.74209,11,9,14,20,Sat,5
93,11/9/2013 14:30,5492.735573,2046.317943,2551.594083,4030.575087,61951.82822,76073.05091,11,9,14,30,Sat,5
94,11/9/2013 14:40,5112.526893,2014.285648,2783.763384,4241.393936,63106.03655,77258.00642,11,9,14,40,Sat,5
95,11/9/2013 14:50,4523.9832,1953.74135,2740.9257,3738.997394,61767.73209,74725.37974,11,9,14,50,Sat,5
96,11/9/2013 15:00,4178.145011,1937.579722,2835.041591,3784.435474,66732.62847,79467.83027,11,9,15,0,Sat,5
97,11/9/2013 15:10,3986.279666,2060.369526,3152.813069,4142.893473,64137.8606,77480.21633,11,9,15,10,Sat,5
98,11/9/2013 15:20,4838.498738,1994.54153,2991.423725,4511.402856,65824.31841,80160.18526,11,9,15,20,Sat,5
99,11/9/2013 15:30,5016.772628,1996.125557,3233.127793,4299.20075,65479.05958,80024.28631,11,9,15,30,Sat,5
100,11/9/2013 15:40,4930.682771,2057.315899,3170.467084,4326.398295,66594.76238,81079.62643,11,9,15,40,Sat,5
101,11/9/2013 15:50,5313.231565,2193.970593,3530.641693,4447.825561,66951.69959,82437.369,11,9,15,50,Sat,5
102,11/9/2013 16:00,5329.581391,2136.136774,3390.005286,4858.752934,66259.59289,81974.06928,11,9,16,0,Sat,5
103,11/9/2013 16:10,5862.473278,2189.540108,3299.775716,4278.045026,66724.69926,82354.53339,11,9,16,10,Sat,5
104,11/9/2013 16:20,4980.674595,2369.086591,3550.126847,4836.080923,65111.21116,80847.18011,11,9,16,20,Sat,5
105,11/9/2013 16:30,4893.903989,2346.656999,3776.687915,4348.771472,65147.12905,80513.14943,11,9,16,30,Sat,5
106,11/9/2013 16:40,4730.307573,2085.420458,3760.772301,5064.108818,67627.09937,83267.70852,11,9,16,40,Sat,5
107,11/9/2013 16:50,4827.589783,2017.456592,3731.829472,5062.804229,64980.77231,80620.45239,11,9,16,50,Sat,5
108,11/9/2013 17:00,5057.857534,2229.582315,3724.140812,4624.630161,67590.26057,83226.4714,11,9,17,0,Sat,5
109,11/9/2013 17:10,4882.184683,2218.07322,3447.545244,4623.305782,67532.41265,82703.52158,11,9,17,10,Sat,5
110,11/9/2013 17:20,4889.261279,2278.545556,3632.064778,4605.442938,67185.14914,82590.46369,11,9,17,20,Sat,5
111,11/9/2013 17:30,4871.326228,2479.88733,3307.941967,4232.081585,69602.76546,84494.00257,11,9,17,30,Sat,5
112,11/9/2013 17:40,4425.45757,2282.859672,3257.626479,5147.116986,66158.24376,81271.30446,11,9,17,40,Sat,5
113,11/9/2013 17:50,5049.025338,2688.826281,3303.97863,4063.166915,67600.52476,82705.52193,11,9,17,50,Sat,5
114,11/9/2013 18:00,4859.329372,2383.701735,3305.804294,5329.27187,63583.90012,79462.00739,11,9,18,0,Sat,5
